symbol,entry_date,exit_date,entry_price,exit_price,bars_held,gross_%,net_%,exit_reason,score,win_prob
BHARTIARTL,2025-05-02,2025-08-18,1832.88,1892.3,15,3.24,2.92,END_OF_REPLAY,76.6,78.2
MARUTI,2025-05-16,2025-09-02,12855.86,14800.12,15,15.12,14.82,T1_PARTIAL_BE,66.3,65.9
DIVISLAB,2025-05-16,2025-09-02,6251.04,6120.5,15,-2.09,-2.42,END_OF_REPLAY,71.2,74.7
ADANIPORTS,2025-05-23,2025-09-09,1382.82,1375.1,15,-0.56,-0.89,END_OF_REPLAY,67.8,72.1
JSWSTEEL,2025-05-23,2025-09-09,1005.79,1104.5,15,9.81,9.49,END_OF_REPLAY,66.1,70.7
SBIN,2025-06-06,2025-09-23,798.65,855.19,15,7.08,6.75,END_OF_REPLAY,67.8,72.1
LT,2025-06-06,2025-09-23,3620.93,3622.22,15,0.04,-0.29,END_OF_REPLAY,67.8,72.1
CIPLA,2025-06-06,2025-09-23,1474.47,1512.91,15,2.61,2.28,END_OF_REPLAY,69.0,73.0
SBILIFE,2025-06-06,2025-09-23,1778.13,1816.87,15,2.18,1.85,END_OF_REPLAY,65.1,69.9
RELIANCE,2025-06-20,2025-08-08,1453.65,1354.47,7,-6.82,-7.17,STOP_LOSS,68.8,72.8
TITAN,2025-06-20,2025-07-11,3508.44,3364.58,3,-4.1,-4.43,STOP_LOSS,66.8,71.2
M&M,2025-06-20,2025-10-08,3159.02,3426.5,15,8.47,8.15,END_OF_REPLAY,66.4,71.0
GRASIM,2025-06-20,2025-10-08,2702.77,2778.2,15,2.79,2.47,END_OF_REPLAY,67.5,66.9
APOLLOHOSP,2025-06-20,2025-09-30,7045.12,7682.65,14,9.05,8.73,TRAIL_STOP,65.5,70.2
KOTAKBANK,2025-06-27,2025-08-01,441.07,414.96,5,-5.92,-6.29,STOP_LOSS,76.7,73.3
BAJFINANCE,2025-06-27,2025-10-15,947.0,1059.9,15,11.92,11.6,END_OF_REPLAY,66.8,71.2
ULTRACEMCO,2025-06-27,2025-10-15,12136.07,12311.0,15,1.44,1.12,END_OF_REPLAY,71.2,69.6
BPCL,2025-06-27,2025-10-15,312.56,321.93,15,3.0,2.63,END_OF_REPLAY,68.3,67.5
EICHERMOT,2025-07-18,2025-09-09,5555.46,6456.08,7,16.21,15.9,TARGET_2,67.3,66.7
HDFCBANK,2025-07-25,2025-09-02,1002.3,952.83,5,-4.94,-5.28,STOP_LOSS,67.7,67.0
ICICIBANK,2025-08-01,2025-09-30,1460.33,1381.85,8,-5.37,-5.71,STOP_LOSS,65.0,64.8
HINDUNILVR,2025-08-01,2025-11-21,2533.78,2433.7,15,-3.95,-4.28,END_OF_REPLAY,65.0,69.8
TITAN,2025-08-18,2025-09-30,3554.8,3396.7,6,-4.45,-4.78,STOP_LOSS,67.2,71.7
HDFCLIFE,2025-08-18,2025-11-07,791.0,735.8,11,-6.98,-7.33,STOP_LOSS,70.1,68.9
HEROMOTOCO,2025-08-18,2025-11-28,4888.71,5907.44,14,20.84,20.53,TARGET_2,68.8,72.8
HINDALCO,2025-08-18,2025-12-05,714.15,825.04,15,15.53,15.2,T1_PARTIAL_BE,65.9,65.5
BHARTIARTL,2025-08-25,2025-12-12,1930.7,2117.69,15,9.68,9.37,T1_PARTIAL_BE,66.2,65.7
DMART,2025-08-25,2025-10-08,4725.3,4308.49,6,-8.82,-9.16,STOP_LOSS,70.7,74.3
DRREDDY,2025-08-25,2025-09-30,1283.9,1235.55,5,-3.77,-4.11,STOP_LOSS,66.7,61.2
BRITANNIA,2025-09-02,2025-12-19,5891.5,6103.0,15,3.59,3.27,END_OF_REPLAY,79.7,79.9
MARUTI,2025-09-09,2025-12-29,15365.0,16542.0,15,7.66,7.35,END_OF_REPLAY,76.6,78.2
TATASTEEL,2025-09-09,2025-12-29,165.73,168.82,15,1.86,1.45,END_OF_REPLAY,72.9,70.9
BAJAJ-AUTO,2025-09-09,2025-09-30,9252.78,8617.41,3,-6.87,-7.2,STOP_LOSS,70.2,73.9
ADANIPORTS,2025-09-16,2026-01-05,1402.29,1486.73,15,6.02,5.7,END_OF_REPLAY,65.8,65.4
JSWSTEEL,2025-09-16,2026-01-05,1115.2,1185.9,15,6.34,6.01,END_OF_REPLAY,72.1,70.3
EICHERMOT,2025-09-16,2026-01-05,6927.5,7482.5,15,8.01,7.7,END_OF_REPLAY,76.1,77.9
TATACONSUM,2025-09-23,2026-01-12,1119.03,1182.3,15,5.65,5.32,END_OF_REPLAY,65.5,65.2
SBIN,2025-09-30,2026-01-05,857.0,963.03,13,12.37,12.05,TARGET_2,75.0,72.3
LT,2025-09-30,2026-01-05,3623.61,4020.51,13,10.95,10.64,TARGET_2,69.8,68.6
TITAN,2025-10-15,2025-12-05,3549.0,3843.55,7,8.3,7.98,TRAIL_STOP,67.0,71.5
APOLLOHOSP,2025-10-15,2025-11-28,7815.62,7318.7,6,-6.36,-6.69,STOP_LOSS,66.2,65.8
HDFCBANK,2025-10-23,2026-01-12,1008.8,960.95,11,-4.74,-5.09,STOP_LOSS,67.0,71.4
KOTAKBANK,2025-10-23,2025-11-07,445.12,417.48,2,-6.21,-6.58,STOP_LOSS,68.5,67.6
BAJFINANCE,2025-10-23,2025-11-14,1094.15,1019.81,3,-6.79,-7.14,STOP_LOSS,71.1,69.6
M&M,2025-10-23,2026-02-10,3623.6,3675.8,15,1.44,1.12,END_OF_REPLAY,67.3,66.7
GRASIM,2025-10-23,2025-11-07,2864.6,2701.17,2,-5.71,-6.04,STOP_LOSS,71.7,65.0
BAJAJFINSV,2025-10-23,2025-12-19,2176.6,2036.41,8,-6.44,-6.78,STOP_LOSS,77.3,73.6
CIPLA,2025-10-23,2025-10-30,1629.81,1533.62,1,-5.9,-6.24,STOP_LOSS,76.8,78.3
BPCL,2025-10-23,2026-01-12,315.64,355.95,11,12.77,12.41,TRAIL_STOP,75.6,77.6
RELIANCE,2025-10-30,2026-01-27,1481.65,1395.05,12,-5.85,-6.19,STOP_LOSS,67.9,67.2
DIVISLAB,2025-10-30,2026-01-19,6655.0,6146.82,11,-7.64,-7.97,STOP_LOSS,65.7,70.4
SBILIFE,2025-10-30,2026-02-17,1965.67,2036.67,15,3.61,3.29,END_OF_REPLAY,75.5,72.6
SHRIRAMFIN,2025-11-07,2026-02-03,816.35,994.32,12,21.8,21.48,TARGET_2,65.3,65.0
ASIANPAINT,2025-11-14,2026-01-27,2901.87,2710.46,10,-6.6,-6.93,STOP_LOSS,65.8,70.4
SUNPHARMA,2025-11-14,2026-01-19,1745.76,1653.64,9,-5.28,-5.62,STOP_LOSS,66.1,65.7
COALINDIA,2025-11-14,2026-01-05,381.9,419.97,7,9.97,9.62,TARGET_2,65.0,64.8
KOTAKBANK,2025-11-21,2026-01-27,417.56,403.7,9,-3.32,-3.69,STOP_LOSS,67.1,71.5
BAJFINANCE,2025-11-21,2026-01-27,1004.1,925.73,9,-7.8,-8.15,STOP_LOSS,65.2,64.9
AXISBANK,2025-11-28,2026-03-18,1279.7,1253.2,15,-2.07,-2.41,END_OF_REPLAY,66.2,65.8
BAJAJ-AUTO,2025-11-28,2026-03-18,8947.58,9142.34,15,2.18,1.86,END_OF_REPLAY,70.7,69.3
HEROMOTOCO,2025-12-05,2025-12-19,6229.09,5792.48,2,-7.01,-7.34,STOP_LOSS,69.5,71.4
TECHM,2025-12-12,2026-02-17,1578.4,1670.39,9,5.83,5.5,TRAIL_STOP,69.2,68.2
HINDALCO,2025-12-12,2026-02-17,852.1,944.78,9,10.88,10.55,TRAIL_STOP,77.5,78.7
TITAN,2025-12-29,2026-04-21,3983.7,4451.08,15,11.73,11.42,T1_PARTIAL_BE,69.2,68.2
BRITANNIA,2025-12-29,2026-03-25,6041.5,5666.62,12,-6.21,-6.54,STOP_LOSS,65.4,60.1
MARUTI,2026-01-05,2026-01-12,17155.0,16300.01,1,-4.98,-5.31,STOP_LOSS,67.6,69.9
TATASTEEL,2026-01-05,2026-03-04,181.97,199.65,8,9.72,9.33,TRAIL_STOP,74.9,77.2
SBIN,2026-01-12,2026-02-17,997.18,1111.55,5,11.47,11.15,TARGET_2,70.0,71.8
LT,2026-01-12,2026-01-27,3980.12,3768.59,2,-5.31,-5.65,STOP_LOSS,68.1,67.4
JSWSTEEL,2026-01-12,2026-05-05,1182.7,1252.4,15,5.89,5.56,END_OF_REPLAY,70.8,69.4
COALINDIA,2026-01-12,2026-05-05,426.66,472.43,15,10.73,10.38,T1_PARTIAL_BE,70.1,73.9
EICHERMOT,2026-01-12,2026-01-27,7436.0,7033.73,2,-5.41,-5.74,STOP_LOSS,68.2,70.5
HCLTECH,2026-01-19,2026-02-10,1684.55,1578.15,3,-6.32,-6.66,STOP_LOSS,66.5,66.1
ONGC,2026-01-19,2026-02-10,237.52,258.61,3,8.88,8.5,TARGET_2,69.8,73.7
NTPC,2026-01-27,2026-02-24,342.12,373.36,4,9.13,8.78,TARGET_2,67.7,72.0
ULTRACEMCO,2026-01-27,2026-03-04,12589.0,11982.94,5,-4.81,-5.14,STOP_LOSS,66.2,70.8
GRASIM,2026-01-27,2026-03-04,2856.2,2714.6,5,-4.96,-5.29,STOP_LOSS,72.5,75.6
TATACONSUM,2026-01-27,2026-03-04,1177.44,1114.64,5,-5.33,-5.68,STOP_LOSS,79.8,80.0
ADANIPORTS,2026-02-03,2026-03-04,1524.38,1408.99,4,-7.57,-7.91,STOP_LOSS,75.0,77.2
BPCL,2026-02-03,2026-03-11,373.45,347.71,5,-6.89,-7.27,STOP_LOSS,72.8,75.8
EICHERMOT,2026-02-03,2026-04-06,7215.0,6788.14,8,-5.92,-6.25,STOP_LOSS,65.7,68.3
ICICIBANK,2026-02-10,2026-03-04,1406.5,1356.27,3,-3.57,-3.91,STOP_LOSS,68.3,67.5
KOTAKBANK,2026-02-10,2026-03-04,429.3,411.93,3,-4.05,-4.41,STOP_LOSS,68.8,72.8
LT,2026-02-10,2026-03-04,4128.67,3868.49,3,-6.3,-6.64,STOP_LOSS,68.3,67.5
SHRIRAMFIN,2026-02-10,2026-03-25,1048.6,966.5,6,-7.83,-8.18,STOP_LOSS,65.8,68.5
ONGC,2026-02-17,2026-05-26,265.6,290.13,13,9.24,8.87,TRAIL_STOP,77.5,78.7
SBIN,2026-02-24,2026-03-11,1201.64,1136.95,2,-5.38,-5.73,STOP_LOSS,70.9,77.5
SBILIFE,2026-02-24,2026-03-04,2080.01,1978.31,1,-4.89,-5.23,STOP_LOSS,78.5,82.3
HINDALCO,2026-02-24,2026-06-02,922.85,1104.19,13,19.65,19.33,TARGET_2,68.5,70.6
SUNPHARMA,2026-03-04,2026-04-06,1750.5,1685.89,4,-3.69,-4.03,STOP_LOSS,71.2,74.7
NTPC,2026-03-04,2026-06-02,365.8,395.92,12,8.23,7.88,TRAIL_STOP,68.0,72.2
POWERGRID,2026-03-04,2026-05-12,291.95,314.52,9,7.73,7.37,TRAIL_STOP,71.5,74.9
TATASTEEL,2026-03-11,2026-06-09,190.81,199.07,12,4.33,3.94,END_OF_REPLAY,73.0,78.9
DRREDDY,2026-03-11,2026-04-06,1325.5,1251.3,3,-5.6,-5.94,STOP_LOSS,67.6,67.0
SBIN,2026-03-18,2026-05-12,1050.86,975.66,7,-7.16,-7.5,STOP_LOSS,66.8,74.3
DMART,2026-04-13,2026-05-26,4448.0,4157.3,6,-6.54,-6.87,STOP_LOSS,65.2,70.0
BAJAJ-AUTO,2026-04-13,2026-06-09,9679.77,10184.0,8,5.21,4.89,END_OF_REPLAY,72.0,70.2
AXISBANK,2026-04-21,2026-05-05,1377.7,1279.84,2,-7.1,-7.45,STOP_LOSS,74.0,71.6
APOLLOHOSP,2026-04-21,2026-06-09,7744.0,8524.0,7,10.07,9.76,END_OF_REPLAY,68.1,67.3
SUNPHARMA,2026-04-28,2026-06-02,1747.3,1843.28,5,5.49,5.17,TRAIL_STOP,65.0,69.8
TITAN,2026-04-28,2026-05-12,4417.0,4138.36,2,-6.31,-6.64,STOP_LOSS,77.5,78.7
ADANIPORTS,2026-04-28,2026-06-09,1630.73,1818.74,6,11.53,11.21,END_OF_REPLAY,71.5,69.9
DRREDDY,2026-04-28,2026-06-09,1354.6,1268.5,6,-6.36,-6.7,END_OF_REPLAY,73.5,76.3
JSWSTEEL,2026-05-06,2026-06-09,1252.4,1261.7,4,0.74,0.41,END_OF_REPLAY,68.5,67.7
COALINDIA,2026-05-06,2026-06-09,472.6,466.9,4,-1.21,-1.56,END_OF_REPLAY,79.0,82.5
DIVISLAB,2026-05-06,2026-06-10,6702.0,6638.5,5,-0.95,-1.27,END_OF_REPLAY,65.6,65.3
TATACONSUM,2026-05-12,2026-06-02,1242.49,1162.87,3,-6.41,-6.75,STOP_LOSS,74.8,77.1
GRASIM,2026-05-26,2026-06-09,3165.0,3095.5,2,-2.2,-2.53,END_OF_REPLAY,70.9,69.5
ONGC,2026-05-27,2026-06-09,287.5,267.96,1,-6.79,-7.19,STOP_LOSS,71.2,77.7
